Season_End_Year.x,Squad,Comp.x,Player,Nation.x,Pos.x,Age,Born.x,MP_Playing.x,Starts_Playing.x,Min_Playing.x,Mins_Per_90_Playing.x,Gls,Ast,G_minus_PK,PK,PKatt,CrdY.x,CrdR.x,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected.x,npxG_Expected.x,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,Url.x,Season_End_Year.y,Comp.y,Nation.y,Pos.y,Born.y,Mins_Per_90.x,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected.y,npxG_Expected.y,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url.y,Season_End_Year.x.x,Comp.x.x,Nation.x.x,Pos.x.x,Born.x.x,Mins_Per_90.y,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Url.x.x,Season_End_Year.y.y,Comp.y.y,Nation.y.y,Pos.y.y,Born.y.y,Mins_Per_90.x.x,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Url.y.y,Season_End_Year.x.x.x,Comp.x.x.x,Nation.x.x.x,Pos.x.x.x,Born.x.x.x,Mins_Per_90.y.y,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int.x,Tkl+Int,Clr,Err,Url.x.x.x,Season_End_Year.y.y.y,Comp.y.y.y,Nation.y.y.y,Pos.y.y.y,Born.y.y.y,Mins_Per_90.x.x.x,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,Url.y.y.y,Season_End_Year.x.x.x.x,Comp.x.x.x.x,Nation.x.x.x.x,Pos.x.x.x.x,Born.x.x.x.x,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,Url.x.x.x.x,Season_End_Year.y.y.y.y,Comp.y.y.y.y,Nation.y.y.y.y,Pos.y.y.y.y,Born.y.y.y.y,Mins_Per_90.y.y.y,CrdY.y,CrdR.y,2CrdY,Fls,Fld,Off,Crs,Int.y,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Url.y.y.y.y,Season_End_Year.x.x.x.x.x,Comp.x.x.x.x.x,Nation.x.x.x.x.x,Pos.x.x.x.x.x,Born.x.x.x.x.x,MP_Playing.y,Starts_Playing.y,Min_Playing.y,Mins_Per_90_Playing.y,GA,GA90,SoTA,Saves,Save_percent,W,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,Url.x.x.x.x.x,Season_End_Year.y.y.y.y.y,Comp.y.y.y.y.y,Nation.y.y.y.y.y,Pos.y.y.y.y.y,Born.y.y.y.y.y,Mins_Per_90,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,Url.y.y.y.y.y
2021,Leeds United,Premier League,Mateusz Klich,POL,MF,30,1990,35,28,2393,26.6,4,5,2,2,2,6,0,0.15,0.19,0.34,0.08,0.26,3.3,1.8,3.9,5.7,0.13,0.15,0.27,0.07,0.22,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,26.6,4,34,10,29.4,1.28,0.38,0.06,0.2,22,0,2,2,3.3,1.8,0.05,0.7,0.2,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,26.6,1495,1432,63,37,6,199,28,37,18,3,11,1,1064,195,236,100,1306,63,7,5,1185,6,24,44,48,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,26.6,97,3.65,81,7,2,5,2,0,13,0.49,11,1,1,0,0,0,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,26.6,52,43,19,25,8,10,59,16.9,49,570,165,28.9,129,319,122,21,4,0,17,17,69,23,0,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,26.6,1718,32,272,877,685,73,1657,13,24,54.2,16,3,1080,5996,2941,145,65,4,30,27,1511,1252,82.9,189,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,35,2393,68,70,26.6,28,79,15,7,25,1,1.43,41,44,-3,-0.11,-1.08,40.9,43.6,-2.7,-0.1,0.13,https://fbref.com/en/players/282679b4/Mateusz-Klich,2021,Premier League,POL,MF,1990,26.6,6,0,0,50,24,5,37,17,43,0,1,0,267,17,21,44.7,https://fbref.com/en/players/282679b4/Mateusz-Klich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leeds United,Premier League,Robin Koch,GER,"DF,MF",24,1996,17,13,1132,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.2,1,0.06,0.01,0.08,0.06,0.08,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,12.6,0,9,2,22.2,0.72,0.16,0,0,10.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,12.6,757,741,16,15,1,82,17,1,0,0,0,0,565,59,133,80,604,39,1,4,648,2,10,10,4,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,12.6,10,0.8,10,0,0,0,0,0,2,0.16,2,0,0,0,0,0,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,12.6,29,18,16,13,0,12,24,50,12,183,48,26.2,91,80,12,31,14,0,17,13,42,40,2,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,12.6,883,156,501,380,51,11,867,2,2,100,2,0,555,3121,1986,35,7,0,1,5,597,585,98,6,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,17,1132,67,33.1,12.6,13,84,12,4,11,2,1.59,20,21,-1,-0.08,-0.43,22.1,21.4,0.7,0.06,0.3,https://fbref.com/en/players/ea6bc03a/Robin-Koch,2021,Premier League,GER,"DF,MF",1996,12.6,1,0,0,25,8,0,1,13,18,0,2,0,159,40,25,61.5,https://fbref.com/en/players/ea6bc03a/Robin-Koch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leeds United,Premier League,Diego Llorente,ESP,DF,26,1993,15,14,1204,13.4,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,0.7,0.7,0.6,1.4,0.06,0.05,0.1,0.06,0.1,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,0.3,0.3,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,13.4,665,642,23,23,2,66,18,2,0,0,0,0,523,55,87,135,504,16,0,1,568,1,6,19,12,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,13.4,6,0.45,5,0,0,1,0,0,1,0.07,1,0,0,0,0,0,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,13.4,39,27,24,15,0,16,26,61.5,10,250,89,35.6,152,94,4,25,13,0,12,41,80,72,1,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,13.4,839,158,559,311,20,9,823,5,5,100,5,0,509,3672,2231,32,2,0,2,7,525,513,97.7,1,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,15,1204,80,35.2,13.4,14,80,11,1,82,3,1.8,17,13,4,0.3,0.14,17.2,21.9,-4.7,-0.35,-0.32,https://fbref.com/en/players/bba30585/Diego-Llorente,2021,Premier League,ESP,DF,1993,13.4,1,0,0,24,12,0,2,41,27,0,0,0,117,40,26,60.6,https://fbref.com/en/players/bba30585/Diego-Llorente,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leeds United,Premier League,Illan Meslier,FRA,GK,20,2000,35,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,1348,1002,346,80,1,109,29,0,0,0,0,0,836,75,437,888,174,0,0,269,1090,3,41,13,0,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,0,0,0,0,0,0,1,0,1,7,2,28.6,7,0,0,0,0,0,0,0,0,1,3,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,1465,1332,1464,1,0,0,1124,0,0,NA,0,0,738,3326,1713,0,0,0,2,1,719,715,99.4,0,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,3150,90,92.1,35,35,90,35,0,NA,2,1.51,57,52,5,0.14,-0.86,53.9,58.7,-4.8,-0.14,0.06,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,0,0,0,1,9,0,0,0,0,0,1,1,173,0,0,NA,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,35,3150,35,52,1.49,177,134,75.1,16,5,14,11,31.4,9,8,1,0,11.1,https://fbref.com/en/players/6b625ac2/Illan-Meslier,2021,Premier League,FRA,GK,2000,35,52,8,1,11,2,55.3,0.27,5.3,0.15,181,409,44.3,1082,269,28.4,30.6,266,38.3,34,198,21,10.6,20,0.57,13.6,https://fbref.com/en/players/6b625ac2/Illan-Meslier
2021,Leeds United,Premier League,Kalvin Phillips,ENG,MF,24,1995,29,28,2428,27,1,2,1,0,0,10,0,0.04,0.07,0.11,0.04,0.11,0.4,0.4,3.8,4.1,0.01,0.14,0.15,0.01,0.15,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,27,1,15,5,33.3,0.56,0.19,0.07,0.2,26.2,3,0,0,0.4,0.4,0.02,0.6,0.6,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,27,1461,1334,127,66,4,137,107,25,56,26,22,1,959,166,336,147,1219,63,5,5,1210,6,23,17,28,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,27,58,2.15,33,19,0,1,2,3,1,0.04,1,0,0,0,0,0,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,27,74,44,43,25,6,24,81,29.6,57,639,193,30.2,256,316,67,61,15,0,46,49,123,59,1,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,27,1770,120,623,943,307,9,1654,17,27,63,18,1,1039,5237,2279,60,14,2,22,30,1120,1054,94.1,21,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,29,2428,84,71,27,28,87,25,1,1,0,1.83,46,34,12,0.44,0.81,42.3,44.2,-1.9,-0.07,0.25,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,2021,Premier League,ENG,MF,1995,27,10,0,0,63,36,0,25,49,44,0,0,0,325,31,35,47,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leeds United,Premier League,Tyler Roberts,WAL,"MF,FW",21,1999,27,14,1340,14.9,1,2,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,2.1,2.1,1.8,3.8,0.14,0.12,0.26,0.14,0.26,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19,0,0,0,2.1,2.1,0.08,-1.1,-1.1,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,14.9,467,461,6,2,4,82,9,9,0,0,0,0,320,78,69,32,396,17,0,4,337,3,15,28,19,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,14.9,36,2.42,28,0,3,1,4,0,3,0.2,3,0,0,0,0,0,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,14.9,18,8,4,10,4,4,21,19,17,261,64,24.5,42,134,85,20,3,0,17,9,27,14,1,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,14.9,639,19,77,344,267,48,634,17,27,63,18,0,416,2396,1232,67,34,5,24,19,639,461,72.1,103,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,27,1340,50,39.2,14.9,14,73,3,13,24,10,1.48,20,19,1,0.07,-0.24,20,26.5,-6.5,-0.44,-0.49,https://fbref.com/en/players/6c17e046/Tyler-Roberts,2021,Premier League,WAL,"MF,FW",1999,14.9,3,0,0,27,34,9,9,9,8,0,0,0,100,20,24,45.5,https://fbref.com/en/players/6c17e046/Tyler-Roberts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leeds United,Premier League,Rodrigo,ESP,"MF,FW",29,1991,26,14,1288,14.3,7,2,7,0,0,3,0,0.49,0.14,0.63,0.49,0.63,6.3,6.3,2.4,8.6,0.44,0.17,0.6,0.44,0.6,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,14.3,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1,0,0,6.3,6.3,0.13,0.7,0.7,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,14.3,573,565,8,1,5,125,18,20,1,1,0,0,378,112,83,446,66,36,4,7,432,0,5,27,22,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,14.3,64,4.47,49,0,5,6,2,2,11,0.77,5,0,2,3,1,0,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,14.3,20,13,11,5,4,2,22,9.1,20,259,66,25.5,47,124,88,9,0,0,9,9,29,16,0,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,14.3,759,17,113,349,338,76,751,18,29,62.1,20,0,505,2633,1113,73,19,11,37,22,816,583,71.4,153,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,26,1288,50,37.7,14.3,14,68,4,12,28,0,1.73,29,21,8,0.56,0.56,24.8,24.3,0.4,0.03,0.28,https://fbref.com/en/players/1fb1c435/Rodrigo,2021,Premier League,ESP,"MF,FW",1991,14.3,3,0,0,24,17,3,20,9,13,0,1,0,101,25,34,42.4,https://fbref.com/en/players/1fb1c435/Rodrigo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leeds United,Premier League,Pascal Struijk,NED,"DF,MF",20,1999,27,22,2075,23.1,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,23.1,1,14,4,28.6,0.61,0.17,0.07,0.25,9,0,0,0,2.4,2.4,0.17,-1.4,-1.4,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,23.1,1259,1220,39,34,0,103,38,1,2,0,0,2,956,104,199,943,215,70,3,3,1097,1,24,18,11,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,23.1,12,0.52,11,0,0,1,0,0,2,0.09,2,0,0,0,0,0,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,23.1,56,29,37,18,1,14,29,48.3,15,382,118,30.9,204,155,23,52,23,0,29,41,97,102,1,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,23.1,1542,243,933,622,82,20,1503,4,5,80,4,1,838,5118,2946,28,5,0,5,9,1036,991,95.7,12,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,27,2075,77,60.7,23.1,22,83,18,5,48,10,1.56,38,32,6,0.26,0.13,30.7,37.3,-6.5,-0.28,-0.36,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,2021,Premier League,NED,"DF,MF",1999,23.1,3,0,0,29,7,0,1,41,29,0,1,0,228,51,45,53.1,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leicester City,Premier League,Marc Albrighton,ENG,"DF,FW",30,1989,31,17,1746,19.4,1,5,1,0,0,2,0,0.05,0.26,0.31,0.05,0.31,1.3,1.3,4.4,5.7,0.07,0.23,0.29,0.07,0.29,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,19.4,1,21,9,42.9,1.08,0.46,0.05,0.11,20.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,19.4,923,824,99,10,6,151,33,73,31,5,11,4,523,189,211,68,755,25,58,6,635,6,16,30,72,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,19.4,71,3.66,53,5,4,1,2,6,11,0.57,7,2,0,1,0,1,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,19.4,43,31,16,18,9,20,55,36.4,35,340,129,37.9,111,144,85,32,2,1,30,28,71,26,0,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,19.4,1145,40,244,468,504,44,1047,30,60,50,32,3,755,3746,1847,88,24,8,22,39,914,719,78.7,71,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,31,1746,56,51.1,19.4,17,80,9,14,27,7,1.9,36,22,14,0.72,0.51,30.7,25,5.6,0.29,0.15,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,2021,Premier League,ENG,"DF,FW",1989,19.4,2,0,0,17,24,4,73,28,31,0,0,0,188,15,32,31.9,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leicester City,Premier League,Harvey Barnes,ENG,"FW,MF",22,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.6,0.42,0.6,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,21.6,9,55,25,45.5,2.54,1.16,0.16,0.36,16.9,0,0,0,6.2,6.2,0.11,2.8,2.8,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,21.6,626,623,3,1,3,135,7,18,0,0,0,0,452,90,84,54,516,31,2,5,468,1,11,15,30,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,21.6,68,3.15,44,0,8,7,8,1,8,0.37,5,0,2,0,1,0,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,21.6,22,14,9,6,7,4,19,21.1,15,227,69,30.4,61,91,75,24,4,0,20,16,38,13,0,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,21.6,934,18,122,421,516,109,932,28,69,40.6,28,1,702,5071,3579,178,83,38,53,53,1001,707,70.6,135,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,25,1945,78,56.9,21.6,22,84,15,3,31,1,1.84,36,25,11,0.51,0.08,28.1,26.4,1.7,0.08,-0.33,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,2021,Premier League,ENG,"FW,MF",1997,21.6,0,0,0,21,42,1,18,16,14,0,0,0,134,22,32,40.7,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Leicester City,Premier League,Timothy Castagne,BEL,DF,24,1995,27,27,2345,26.1,2,3,2,0,0,1,0,0.08,0.12,0.19,0.08,0.19,1.3,1.3,2,3.3,0.05,0.08,0.13,0.05,0.13,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,26.1,2,8,3,37.5,0.31,0.12,0.25,0.67,10.3,0,0,0,1.3,1.3,0.16,0.7,0.7,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,26.1,1512,1331,181,15,5,163,15,37,0,0,0,0,972,261,279,167,1062,91,166,6,1267,4,15,33,43,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,26.1,41,1.57,37,2,0,0,0,2,3,0.12,3,0,0,0,0,0,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,26.1,59,34,31,22,6,20,44,45.5,24,351,100,28.5,146,130,75,53,5,0,48,23,82,67,1,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,26.1,1771,76,515,866,482,39,1598,15,30,50,15,0,1063,4711,2606,130,35,1,23,15,1279,1153,90.1,64,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,27,2345,87,68.6,26.1,27,87,25,0,NA,0,1.7,51,37,14,0.54,0.2,36.8,31.3,5.5,0.21,-0.03,https://fbref.com/en/players/197640fd/Timothy-Castagne,2021,Premier League,BEL,DF,1995,26.1,1,0,0,23,15,2,37,23,34,0,0,0,220,40,42,48.8,https://fbref.com/en/players/197640fd/Timothy-Castagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
